full_name,gender,classification_method,role,total_mentions,mentions_openai,mentions_anthropic,mentions_perplexity,mentions_gemini,mentions_by_category,first_mention_context
Jan van Dijk,M,gender-guesser,academic,12,0,12,0,0,"{""ICT"": 12}",Jan van Dijk - Digital divide and network society
Henry Jenkins,M,gender-guesser,academic,11,0,11,0,0,"{""ICT"": 11}",Henry Jenkins - Digital media and participatory culture
Jonathan Zittrain,M,gender-guesser,academic,9,0,1,0,8,"{""ICT"": 9}",Jonathan Zittrain - Internet governance and cybersecurity
Frank Pasquale,M,gender-guesser,academic,7,0,1,0,6,"{""ICT"": 7}","Frank Pasquale - Digital regulation and ""black box society"""
Zygmunt Bauman,M,gender-guesser,academic,8,0,7,0,1,"{""ICT"": 8}",Zygmunt Bauman - Sociologist who wrote extensively on liquid modernity and digital society
Robin Mansell,F,llm-high,academic,1,0,1,0,0,"{""ICT"": 1}",Robin Mansell - LSE professor specializing in ICT policy and development
Christopher Wray,M,gender-guesser,practitioner,2,0,2,0,0,"{""ICT"": 1, ""cybersecurity"": 1}",Christopher May - Political economist focusing on information society
Frank Webster,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",Frank Webster - Sociologist of information society
Kentaro Toyama,M,gender-guesser,academic,3,0,3,0,0,"{""ICT"": 3}",Kentaro Toyama - ICT for development (ICT4D)
Robert Kozma,M,gender-guesser,academic,2,0,2,0,0,"{""ICT"": 2}",Robert Kozma - Educational technology research
Pippa Norris,F,gender-guesser,academic,3,0,3,0,0,"{""ICT"": 3}",Pippa Norris - Extensive work on digital divides and democratic participation
Karen Mossberger,F,gender-guesser,academic,3,0,3,0,0,"{""ICT"": 3}",Karen Mossberger - Research on digital citizenship and inequality
Paul DiMaggio,M,gender-guesser,academic,2,0,2,0,0,"{""ICT"": 2}",Paul DiMaggio - Sociological perspectives on digital inequality
Everett Rogers,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",Everett Rogers - Diffusion of innovations theory (widely applied to ICT)
Fred Davis,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",Fred Davis - Technology Acceptance Model (TAM)
Nancy Baym,F,gender-guesser,academic,2,0,2,0,0,"{""ICT"": 2}","Nancy Baym - Internet and society, online communities"
Barry Wellman,M,gender-guesser,academic,3,0,3,0,0,"{""ICT"": 3}",Barry Wellman - Social networks and internet communities
Mark Warschauer,M,gender-guesser,academic,2,0,2,0,0,"{""ICT"": 2}",Mark Warschauer - Digital literacy and technology access
Geert Lovink,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",Geert Lovink - Internet criticism and digital culture
José van Dijck,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",José van Dijck - Platform society and digital culture
Reid Hoffman,M,gender-guesser,founder_ceo,15,0,11,0,4,"{""ICT"": 12, ""AI and machine learning"": 3}","Reid Hoffman - LinkedIn founder, network effects theorist"
Langdon Winner,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",Langdon Winner - Political theorist examining technology's social consequences
Andrew Feenberg,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}",Andrew Feenberg - Critical theory of technology
Chris Freeman,unclassified,unclassified,academic,1,0,1,0,0,"{""ICT"": 1}",Chris Freeman - Innovation systems and technological change
Carolina Milanesi,F,gender-guesser,analyst,3,0,2,0,1,"{""ICT"": 3}",Carolina Milanesi (Creative Strategies) - Consumer tech
Neil MacDonald,M,gender-guesser,analyst,14,0,9,0,5,"{""ICT"": 1, ""cybersecurity"": 8, ""cloud and infrastructure"": 5}",Neil MacDonald (formerly Gartner) - Cybersecurity
Patrick Moorhead,M,gender-guesser,founder_ceo,11,0,2,0,9,"{""ICT"": 4, ""cloud and infrastructure"": 3, ""networking and telecommunications"": 4}","Patrick Moorhead (Moor Insights & Strategy) - Semiconductors, mobile"
Horace Dediu,M,gender-guesser,analyst,4,0,3,0,1,"{""ICT"": 4}",Horace Dediu - Mobile industry and innovation analysis
Jean-Louis Gassée,M,llm-high,analyst,2,0,1,0,1,"{""ICT"": 2}",Jean-Louis Gassée - Veteran tech analyst and former Apple executive
Chetan Sharma,M,llm-high,analyst,3,0,3,0,0,"{""ICT"": 1, ""networking and telecommunications"": 2}",Chetan Sharma - Mobile industry specialist
Dan Ives,M,gender-guesser,analyst,4,0,4,0,0,"{""ICT"": 2, ""AI and machine learning"": 2}","Dan Ives (Wedbush Securities) - Apple, Tesla, software"
Gene Munster,M,llm-high,founder_ceo,3,0,3,0,0,"{""ICT"": 1, ""AI and machine learning"": 2}","Gene Munster (Loup Ventures) - Apple, AI, autonomous vehicles"
Mark Raskino,M,gender-guesser,analyst,5,0,1,0,4,"{""ICT"": 5}","Leaders: Analysts like Mark Raskino, Daryl Plummer, and various VPs of Research"
George Colony,M,gender-guesser,founder_ceo,2,0,1,0,1,"{""ICT"": 2}","Notable analysts: George Colony (founder), various Principal Analysts"
Avivah Litan,F,llm-high,analyst,2,0,1,0,1,"{""ICT"": 2}","Gartner analysts (like Marc Benioff, Avivah Litan)"
Rajesh Kandaswamy,M,gender-guesser,analyst,1,0,1,0,0,"{""ICT"": 1}","Analysts like Rajesh Kandaswamy (cloud), Lydia Leong (cloud infrastructure)"
Ben Bajarin,M,gender-guesser,analyst,1,0,1,0,0,"{""ICT"": 1}",Ben Bajarin and Carolina Milanesi - consumer tech and mobile
Toni Sacconaghi,M,gender-guesser,analyst,1,0,1,0,0,"{""ICT"": 1}",Toni Sacconaghi (Bernstein) - Apple and hardware
Mark Mahaney,M,gender-guesser,analyst,1,0,1,0,0,"{""ICT"": 1}",Mark Mahaney (Evercore ISI) - internet and e-commerce
Dorothy Vaughan,F,gender-guesser,practitioner,6,0,2,0,4,"{""ICT"": 4, ""software engineering"": 2}","NASA's first African American supervisor, expert in FORTRAN programming"
Mary Jackson,F,llm-high,practitioner,5,0,1,0,4,"{""ICT"": 4, ""software engineering"": 1}",NASA's first Black female engineer
Naval Ravikant,M,llm-high,founder_ceo,1,0,1,0,0,"{""ICT"": 1}","Naval Ravikant - Technology philosophy, startups"
Brian Chesky,M,gender-guesser,founder_ceo,4,0,4,0,0,"{""ICT"": 4}","Brian Chesky (Airbnb) - Platform economy, sharing economy"
Limor Fried,F,gender-guesser,founder_ceo,1,0,1,0,0,"{""ICT"": 1}","Limor Fried - Founder of Adafruit Industries, open-source hardware pioneer"
Michael Porter,M,gender-guesser,academic,2,0,2,0,0,"{""ICT"": 1, ""data and analytics"": 1}",Michael Porter - Strategy expert who's written extensively on digital transformation
Hal Abelson,M,gender-guesser,academic,1,0,1,0,0,"{""ICT"": 1}","Hal Abelson - MIT, computer science education and digital rights"
Palmer Luckey,M,gender-guesser,founder_ceo,3,0,3,0,0,"{""ICT"": 2, ""data and analytics"": 1}",Palmer Luckey - VR/AR innovation
Daniel Zhang,M,gender-guesser,founder_ceo,2,0,2,0,0,"{""ICT"": 2}",Daniel Zhang - Alibaba leadership in Chinese tech
Lei Jun,M,llm-high,founder_ceo,1,0,1,0,0,"{""ICT"": 1}",Lei Jun - Xiaomi founder
Daniel Ek,M,gender-guesser,founder_ceo,1,0,1,0,0,"{""ICT"": 1}",Daniel Ek (Spotify) - Transforming media distribution
Brad Smith,M,gender-guesser,vendor_exec,33,0,17,0,16,"{""cybersecurity"": 12, ""networking and telecommunications"": 10, ""ICT"": 11}",Brad Smith (Microsoft President) - Major voice on cyber policy and international norms
Matt Blaze,M,gender-guesser,academic,32,0,31,0,1,"{""cybersecurity"": 32}",Matt Blaze (Georgetown) - Cryptography and security policy expert
Jen Easterly,F,gender-guesser,practitioner,56,0,26,0,30,"{""cybersecurity"": 56}",Jen Easterly (CISA Director) - Leading US cybersecurity policy
Sue Gordon,F,gender-guesser,practitioner,3,0,3,0,0,"{""cybersecurity"": 3}",Sue Gordon (Former Principal Deputy Director of National Intelligence)
John Carlin,M,gender-guesser,practitioner,5,0,5,0,0,"{""cybersecurity"": 5}",John Carlin (Former Assistant Attorney General for National Security)
Herbert Lin,M,gender-guesser,academic,1,0,1,0,0,"{""cybersecurity"": 1}",Herb Lin (Stanford) - Cyber conflict and national security
HD Moore,M,llm-high,founder_ceo,2,0,2,0,0,"{""cybersecurity"": 2}",HD Moore - Penetration testing and vulnerability research
Tadayoshi Kohno,M,gender-guesser,academic,1,0,1,0,0,"{""cybersecurity"": 1}","Tadayoshi Kohno (University of Washington) - IoT security, privacy"
Rob Joyce,M,gender-guesser,practitioner,12,0,6,0,6,"{""cybersecurity"": 12}","Rob Joyce (NSA/former) - Nation-state threats, defensive strategies"
Jeremiah Grossman,M,gender-guesser,founder_ceo,9,0,5,0,4,"{""cybersecurity"": 9}",Jeremiah Grossman - Web application security
Kevin Mandia,M,gender-guesser,founder_ceo,10,0,1,0,9,"{""cybersecurity"": 10}",Kevin Mandia (Mandiant/Google Cloud) - Incident response
John Hultquist,M,gender-guesser,analyst,19,0,13,0,6,"{""cybersecurity"": 19}",John Hultquist (Mandiant) - Threat intelligence
General Paul Nakasone,M,gender-guesser,practitioner,3,0,2,0,1,"{""cybersecurity"": 3}",General Paul Nakasone - Former NSA director and Cyber Command leader
Stewart Baker,M,gender-guesser,practitioner,4,0,1,0,3,"{""cybersecurity"": 4}","Stewart Baker - Former NSA/DHS official, cybersecurity law"
Paul Rosenzweig,M,gender-guesser,analyst,1,0,1,0,0,"{""cybersecurity"": 1}",Paul Rosenzweig - Homeland security and cyber law
Chris Inglis,M,llm-high,practitioner,6,0,4,0,2,"{""cybersecurity"": 6}","Chris Inglis - Former NSA Deputy Director, first National Cyber Director"
Matthew Green,M,gender-guesser,academic,5,0,4,0,1,"{""cybersecurity"": 5}",Matthew Green - Johns Hopkins cryptographer and blogger
Jennifer Granick,F,gender-guesser,practitioner,3,0,2,0,1,"{""cybersecurity"": 3}",Jennifer Granick - ACLU surveillance and cybersecurity counsel
Juan Andrés Guerrero-Saade,M,gender-guesser,analyst,8,0,7,0,1,"{""cybersecurity"": 8}",Juan Andrés Guerrero-Saade - SentinelOne threat researcher
Tavis Ormandy,M,gender-guesser,practitioner,6,0,6,0,0,"{""cybersecurity"": 6}",Tavis Ormandy - Google Project Zero researcher
Moxie Marlinspike,unclassified,unclassified,founder_ceo,27,0,1,0,26,"{""cybersecurity"": 19, ""ICT"": 8}",Moxie Marlinspike - Cryptography and privacy (Signal)
Georgia Weidman,F,gender-guesser,practitioner,2,0,2,0,0,"{""cybersecurity"": 2}",Georgia Weidman - Penetration tester and mobile security expert
Mudge (Peiter Zatko),M,llm-high,practitioner,5,0,3,0,2,"{""cybersecurity"": 5}",Mudge (Peiter Zatko) - Security researcher and former Twitter security chief
The Grugq,unclassified,unclassified,analyst,3,0,2,0,1,"{""cybersecurity"": 3}",The Grugq - Threat intelligence researcher
Mudge,M,llm-high,practitioner,1,0,1,0,0,"{""cybersecurity"": 1}","Mudge (Peiter Zatko) - Former Twitter security chief, long-time researcher"
Susan Hennessey,F,gender-guesser,analyst,10,0,10,0,0,"{""cybersecurity"": 10}","Susan Hennessey - Former NSA lawyer, cybersecurity law expert"
Eugene H. Spafford,M,gender-guesser,academic,17,0,8,0,9,"{""cybersecurity"": 16, ""networking and telecommunications"": 1}","Eugene Spafford - Purdue University professor, pioneer in computer security research"
Ross Anderson,M,gender-guesser,academic,11,0,5,0,6,"{""cybersecurity"": 11}","Ross Anderson - Cambridge University professor, security economics researcher"
Vitali Kremez,M,gender-guesser,analyst,2,0,2,0,0,"{""cybersecurity"": 2}",Vitali Kremez (@VK_Intel) - Malware analysis and threat research
John McAfee,M,gender-guesser,founder_ceo,2,0,2,0,0,"{""cybersecurity"": 2}",John McAfee - McAfee founder (though controversial in later years)
Jason Healey,M,gender-guesser,academic,3,0,1,0,2,"{""cybersecurity"": 3}","Jason Healey - Columbia University, former White House cybersecurity official"
Ben Buchanan,M,gender-guesser,academic,2,0,1,0,1,"{""cybersecurity"": 2}",Ben Buchanan - Georgetown professor specializing in cyber conflict
Dan Tentler,M,gender-guesser,founder_ceo,2,0,1,0,1,"{""cybersecurity"": 2}",Dan Tentler (@Viss) - Penetration tester and researcher
Peter Firstbrook,M,gender-guesser,analyst,22,0,8,0,14,"{""cybersecurity"": 16, ""ICT"": 6}","Gartner: Neil MacDonald, Peter Firstbrook, Anton Chuvakin"
Jeff Pollard,M,gender-guesser,analyst,13,0,8,0,5,"{""cybersecurity"": 11, ""ICT"": 2}","Forrester: Jeff Pollard, Allie Mellen, Chase Cunningham"
Allie Mellen,F,llm-high,analyst,21,0,8,0,13,"{""cybersecurity"": 14, ""ICT"": 6, ""cloud and infrastructure"": 1}","Forrester: Jeff Pollard, Allie Mellen, Chase Cunningham"
Chase Cunningham,M,gender-guesser,analyst,8,0,7,0,1,"{""cybersecurity"": 8}","Forrester: Jeff Pollard, Allie Mellen, Chase Cunningham"
Frank Dickson,M,gender-guesser,analyst,19,0,8,0,11,"{""cybersecurity"": 16, ""ICT"": 2, ""cloud and infrastructure"": 1}","IDC: Frank Dickson, Martha Bennett"
Martha Bennett,F,gender-guesser,analyst,8,0,5,0,3,"{""cybersecurity"": 5, ""ICT"": 2, ""data and analytics"": 1}","IDC: Frank Dickson, Martha Bennett"
Christopher Rodriguez,M,gender-guesser,analyst,1,0,1,0,0,"{""cybersecurity"": 1}","IDC: Frank Dickson, Christopher Rodriguez"
Fernando Montenegro,M,gender-guesser,analyst,6,0,6,0,0,"{""cybersecurity"": 6}","451 Research/S&P Global: Fernando Montenegro, Adrian Lane"
Adrian Lane,M,gender-guesser,analyst,5,0,5,0,0,"{""cybersecurity"": 5}","451 Research/S&P Global: Fernando Montenegro, Adrian Lane"
Sandra Joyce,F,gender-guesser,vendor_exec,10,0,3,0,7,"{""cybersecurity"": 10}","FireEye/Mandiant: John Hultquist, Sandra Joyce"
Adam Meyers,M,gender-guesser,vendor_exec,9,0,3,0,6,"{""cybersecurity"": 9}","CrowdStrike: Adam Meyers, Dmitri Alperovitch (formerly)"
Allan Liska,M,gender-guesser,analyst,6,0,2,0,4,"{""cybersecurity"": 6}","Recorded Future: Allan Liska, Insikt Team"
Dick O'Brien,M,gender-guesser,vendor_exec,2,0,2,0,0,"{""cybersecurity"": 2}","Symantec: Dick O'Brien, Orla Cox"
Orla Cox,F,gender-guesser,vendor_exec,2,0,2,0,0,"{""cybersecurity"": 2}","Symantec: Dick O'Brien, Orla Cox"
Johannes Ullrich,M,gender-guesser,academic,5,0,3,0,2,"{""cybersecurity"": 5}","SANS Institute: Johannes Ullrich, Ed Skoudis"
Ed Skoudis,M,gender-guesser,practitioner,7,0,3,0,4,"{""cybersecurity"": 7}","SANS Institute: Johannes Ullrich, Ed Skoudis"
Chris Farris,unclassified,unclassified,practitioner,1,0,1,0,0,"{""cybersecurity"": 1}","Cloud Security: Chris Farris, Scott Piper"
Scott Piper,M,gender-guesser,founder_ceo,17,0,1,0,16,"{""cybersecurity"": 7, ""cloud and infrastructure"": 10}","Cloud Security: Chris Farris, Scott Piper"
Christopher Kissel,M,gender-guesser,analyst,6,0,2,0,4,"{""cybersecurity"": 5, ""ICT"": 1}","IDC: Frank Dickson, Chris Kissel"
Scott Crawford,M,gender-guesser,analyst,3,0,1,0,2,"{""cybersecurity"": 1, ""ICT"": 1, ""cloud and infrastructure"": 1}","451 Research/S&P Global: Scott Crawford, Fernando Montenegro"
Cristina Vatamanu,F,gender-guesser,vendor_exec,1,0,1,0,0,"{""cybersecurity"": 1}",Cristina Vatamanu - Bitdefender
Ryan Sherstobitoff,M,llm-high,analyst,1,0,1,0,0,"{""cybersecurity"": 1}",Ryan Sherstobitoff - McAfee/Trellix
Christopher Ahlberg,M,gender-guesser,founder_ceo,2,0,1,0,1,"{""cybersecurity"": 2}",Recorded Future: Christopher Ahlberg
Hovav Shacham,M,llm-high,academic,1,0,1,0,0,"{""cybersecurity"": 1}","Various universities: Dawn Song (UC Berkeley), Hovav Shacham (UT Austin)"
Rebecca Bace,F,gender-guesser,practitioner,5,0,5,0,0,"{""cybersecurity"": 5}","Rebecca Bace - Known as the ""mother of intrusion detection,"" pioneered IDS technology"
Melissa Hathaway,F,gender-guesser,practitioner,1,0,1,0,0,"{""cybersecurity"": 1}",Melissa Hathaway - Former White House cybersecurity coordinator
Tanya Janca,F,gender-guesser,founder_ceo,8,0,3,0,5,"{""cybersecurity"": 6, ""cloud and infrastructure"": 2}","Tanya Janca - Founder of We Hack Purple, application security advocate"
Ann Johnson,F,gender-guesser,vendor_exec,4,0,4,0,0,"{""cybersecurity"": 4}",Corporate VP of Security at Microsoft
Josephine Wolff,F,gender-guesser,academic,3,0,2,0,1,"{""cybersecurity"": 3}",Cybersecurity policy researcher and author
Suzanne Spaulding,F,gender-guesser,practitioner,8,0,2,0,6,"{""cybersecurity"": 8}",Former DHS Under Secretary for cybersecurity
Wenke Lee,F,llm-high,academic,1,0,1,0,0,"{""cybersecurity"": 1}",Wenke Lee - Georgia Tech professor who developed foundational intrusion detection systems
Kimberly Zenz,F,llm-high,analyst,1,0,1,0,0,"{""cybersecurity"": 1}",Kimberly Zenz - Cybersecurity strategist and women in tech advocate
Rohyt Belani,M,llm-high,founder_ceo,1,0,1,0,0,"{""cybersecurity"": 1}","Rohyt Belani - CEO of PhishMe (now Cofense), advocate for security awareness"
Ruth Supovitz,F,gender-guesser,practitioner,1,0,1,0,0,"{""cybersecurity"": 1}",Ruth Supovitz - Former CISO at several major companies
